Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0001HRGX.BO	Shriram Balanced Advantage Fund Direct Dividend Payout	+0.11	+0.74%	14.85	14.51	14.26	7.25%	4.76%	
0P0001PIPR.BO	ICICI Prudential PSU Equity Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.10	+0.87%	11.54	11.29	10.61	12.48%	9.70%	
0P0001BAJX.BO	IDFC Corporate Bond Fund Regular Plan Half Yearly Dividend Reinvestment	+0.00	+0.03%	10.96	10.90	10.88	-0.85%	0.53%	
0P0001B9P6.BO	Aditya Birla Sun Life Pure Value Fund Dividend Reinvestment	+0.26	+0.77%	33.09	31.75	30.17	18.04%	9.56%	
0P0000XVXH.BO	Aditya Birla Sun Life Medium Term Plan Direct Dividend Payout	-0.01	-0.05%	16.34	16.25	16.27	2.59%	3.91%	
0P0001ENC7.BO	HDFC Ultra S/T Fund Direct Growth	+0.01	+0.04%	13.35	13.26	12.96	2.03%	3.65%	
0P0000XVAA.BO	HDFC Small Cap Fund-Direct Growth Option	+0.37	+0.36%	104.32	98.38	90.37	20.40%	17.66%	
0P0001ABM9.BO	Union Largecap Fund Direct Dividend Payout	+0.21	+1.14%	18.37	17.74	17.27	12.70%	5.76%	
0P0001PZ36.BO	Axis Nifty SDL September 2026 Debt Index Fund Regular Growth	+0.00	+0.04%	10.44	10.40	10.22	2.03%	3.65%	
0P0001AEZS.BO	BNP Paribas Arbitrage Fund Regular Plan Monthly Dividend Payout	+0.00	+0.01%	10.25	10.23	10.18	1.89%	3.37%	
0P0001B9KY.BO	Axis Midcap Fund Direct Plan Dividend Reinvestment	+0.28	+0.66%	42.36	40.16	40.80	18.66%	12.36%	
0P0001Q116.BO	Bandhan Crisil IBX 90:10 SDL Plus Glit Sep 2027 Index Fund Regular Payout Inc Dist cum Cap Wdrl	+0.00	+0.03%	10.45	10.40	10.22	2.27%	4.02%	
0P0000XV55.BO	Edelweiss Dynamic Bond Fund Direct Plan Growth Option	+0.01	+0.04%	27.02	26.85	26.26	1.99%	3.57%	
0P0001PXWD.BO	JM Midcap Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.10	+0.86%	11.34	10.69	10.18	18.27%	13.61%	
0P0000Y81P.BO	PGIM India Banking And PSU Debt Fund Direct Plan Growth	-0.00	-0.01%	22.03	21.93	21.41	2.22%	3.64%	
0P0001NI57.BO	Edelweiss Nifty 100 Quality 30 Index Fund	+0.15	+1.44%	10.67	10.29	9.86	14.34%	10.25%	
0P0001ISXS.BO	LIC MF Ultra Short Term Fund Regular Monthly Dividend Payout	+0.34	+0.03%	1,160.53	1,154.41	1,133.29	1.59%	2.96%	
0P0001II3X.BO	Motilal Oswal Large and Midcap Fund Direct Growth	+0.18	+0.89%	20.42	19.32	18.21	17.52%	12.30%	
0P0000XUM6.BO	Invesco India Banking & PSU Debt Fund - Monthly Dividend Payout	-0.44	-0.04%	1,030.03	1,033.24	1,025.88	2.02%	3.42%	
0P0000SBJA.BO	L&T Balanced Advantage Fund Dividend Payout	+0.10	+0.58%	17.50	17.39	17.30	5.65%	3.88%	
0P00012ZRM.BO	Motilal Oswal Multicap 35 Fund - Direct Plan - Growth	+0.26	+0.66%	38.75	37.04	36.26	16.76%	6.75%	
0P0001IU3J.BO	Axis Retirement Savings Fund - Conservative Plan Regular Dividend Payout	+0.07	+0.57%	12.79	12.58	12.31	6.73%	4.73%	
0P0001FFMP.BO	LIC MF Short Term Debt Fund Direct Dividend Reinvestment	-0.00	-0.02%	13.24	13.18	12.85	2.25%	3.84%	
0P0001BVDS.BO	IDBI Focused 30 Equity Fund Direct Dividend Reinvestment	+0.18	+1.03%	17.56	17.05	16.65	11.35%	5.09%	
0P0000UDRW.BO	Tata Retirement Savings Moderate Fund Growth	+0.13	+0.28%	46.07	44.52	43.10	13.08%	7.35%	
0P0001N6Z5.BO	Axis Value Fund Regular Payout Inc Dist cum Cap Wdrl	+0.14	+1.21%	11.56	11.01	10.45	18.08%	12.67%	
0P0001O0XZ.BO	ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme	0.00	0.00%	1,000.00	1,000.00	1,000.00	0.00%	0.00%	
0P0001PIFP.BO	Tata Housing Opportunities Fund Direct Growth	+0.02	+0.22%	11.59	11.05	10.31	18.49%	15.60%	
0P0001LG93.BO	TrustMF Banking & PSU Debt Regular Annually Payout of Income Distribution cum Cap withdrawal	+0.35	+0.03%	1,026.81	1,020.72	1,021.35	2.04%	0.10%	
0P0001BURD.BO	Axis Multicap Fund Regular Dividend Payout	+0.11	+0.83%	13.18	12.61	13.04	15.11%	14.05%	
0P0001BA2H.BO	Edelweiss Liquid Fund Regular Plan Weekly Dividend Reinvestment	+0.21	+0.02%	1,090.55	1,085.79	1,070.82	1.74%	3.31%	
0P0001BAP6.BO	Invesco India largecap Fund Dividend Reinvestment	+0.25	+1.02%	24.57	23.36	22.58	16.23%	8.96%	
0P00013Z2P.BO	Nippon India Japan Equity Regular Dividend Payout	-0.09	-0.53%	16.14	15.89	14.78	6.18%	11.41%	
0P0001PMBZ.BO	SBI Fixed Maturity Plan Series 64 1169 Days Direct Growth	-0.01	-0.11%	10.54	10.50	10.32	2.07%	3.70%	
0P0001BAWM.BO	LIC MF Banking & Financial Services Fund Direct Dividend Reinvestment	+0.11	+0.58%	18.47	17.58	16.81	17.06%	8.00%	
0P0001B9U3.BO	PGIM India Arbitrage Fund Regular Plan Monthly Dividend Reinvestment	-0.01	-0.07%	10.71	10.69	10.63	1.80%	3.23%	
0P0001EKG3.BO	Sundaram Money Market Regular Quarterly Dividend Sweep	+0.00	+0.04%	11.59	11.59	11.42	1.98%	3.51%	
0P0001EKFR.BO	Sundaram Money Market Regular Daily Dividend Sweep	0.00	0.00%	10.06	10.06	10.06	1.97%	3.51%	
0P00019R0Y.BO	Mahindra Low Duration Bachat Yojana Regular Daily Dividend Reinvestment	0.00	0.00%	1,000.09	1,000.02	999.98	1.87%	3.31%	
0P0001Q10R.BO	Bandhan Crisil IBX 90:10 SDL Plus Glit April 2032 Index Fund Regular Transfer Inc Dist cum Cap Wdrl	-0.00	-0.02%	10.53	10.49	10.25	3.57%	4.75%	
0P0001QBUF.BO	DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund Direct Reinvestment of Income Dist cum Cap Wdrl	-0.02	-0.15%	10.48	10.43	10.26	3.53%	N/A	
0P0001LYTI.BO	TrustMF Liquid Fund Regular Daily Reinvestment of Income Distribution cum Cap withdrawal	+0.12	+0.01%	1,066.24	1,062.99	1,051.91	1.09%	2.08%	
0P0001NJKA.BO	ITI Pharma and Healthcare Fund Regular Growth	+0.07	+0.67%	10.20	9.58	9.36	15.61%	8.76%	
0P0001KUMU.BO	SBI Floating Rate Debt Fund Direct Quarterly Payout Inc Dist cum Cap Wdrl	+0.01	+0.04%	11.41	11.34	11.09	2.07%	3.55%	
0P0001QES9.BO	Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Dur Idx Fd Dir Payout Inc Dist cum Cap Wdrl	-0.01	-0.05%	10.34	10.29	10.20	2.13%	N/A	
0P0001L7D3.BO	Invesco India Invesco Global Consumer Trends FOF Regular Reinvestment of Income Distr cum Cap Wtdrl	+0.04	+0.52%	6.92	6.66	6.36	10.29%	19.45%	
0P0001QH6Y.BO	Navi ELSS Tax Saver Nifty 50 Index Fund Direct Payout Inc Dist cum Cap Wdrl	+0.13	+1.15%	11.21	10.86	10.70	12.35%	N/A	
0P0001OQ1Y.BO	Tata Nifty India Digital ETF Fund of Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.07	+0.76%	9.52	8.93	8.83	14.22%	8.67%	
0P0001B9LO.BO	Baroda Banking and Financial Services Fund Plan A Dividend Reinvestment	+0.14	+0.79%	17.88	17.30	17.81	13.97%	-5.29%	
0P0001PLMK.BO	Edelweiss Gold and Silver ETF Fund of Fund Direct Payout Inc Dist cum Cap Wdrl	-0.11	-0.93%	11.84	12.29	11.39	-0.40%	3.99%	
0P000176ZZ	Invesco Global Flexible Bond Fund C Accumulation USD	-0.09	-0.79%	11.78	11.86	11.71	N/A	N/A	
0P0001HRGW.BO	Shriram Balanced Advantage Fund Direct Dividend Reinvestment	+0.11	+0.74%	14.85	14.51	14.26	7.25%	4.76%	
0P0001ANS0.BO	Axis Corporate Debt Fund Regular Weekly Dividend Payout	-0.00	-0.01%	10.25	10.25	10.25	2.23%	3.60%	
0P0001PMC0.BO	SBI Fixed Maturity Plan Series 64 1169 Days Direct Payout Inc Dist cum Cap Wdrl	-0.01	-0.11%	10.54	10.50	10.32	2.07%	3.70%	
0P0000YF31.BO	BOI AXA Conservative Hybrid Direct Monthly Dividend Payout	+0.02	+0.17%	13.58	13.44	13.15	4.20%	3.56%	
0P0001H0SU.BO	Axis Overnight Fund Regular Weekly Dividend Payout	+0.18	+0.02%	1,001.22	1,001.20	1,001.19	1.64%	3.18%	
0P0001D6PX.BO	Parag Parikh Liquid Fund Direct Monthly Re-investment	+0.18	+0.02%	1,003.57	1,005.83	1,005.53	0.02%	-0.02%	
0P0001Q10O.BO	Bandhan Crisil IBX 90:10 SDL Plus Glit April 2032 Index Fund Regular Growth	-0.00	-0.02%	10.53	10.49	10.25	3.57%	4.74%	
0P0000ZK6U.BO	Indiabulls Short Term Fund Regular Monthly Dividend Payout	-1.10	-0.11%	1,020.04	1,021.85	1,021.86	0.90%	2.42%	
0P0001ESEN.BO	UTI Floater Dir Ann DP	+0.49	+0.04%	1,236.80	1,228.39	1,200.16	2.19%	3.79%	
0P0001B9JZ.BO	Axis Dynamic Bond Fund Direct Plan Quarterly Dividend Reinvestment Option	-0.00	-0.03%	10.29	10.34	10.22	2.94%	4.19%	
0P0000ON3L.BO	Axis Regular Saver Fund Quarterly Dividend Payout	+0.02	+0.14%	11.12	11.22	11.29	4.96%	3.79%	
0P0001BA6N.BO	HDFC Arbitrage Fund Wholesale Plan Normal Dividend Reinvestment	+0.00	+0.02%	10.55	10.53	10.46	1.13%	2.72%	
0P0000XV9C.BO	LIC MF Infrastructure Fund - Direct Plan Growth Option	+0.21	+0.73%	29.60	28.15	26.80	16.90%	11.35%	
0P0001F9YM.BO	Tata Arbitrage Fund Direct Monthly Dividend Sweep	+0.00	+0.03%	12.41	12.32	12.04	2.07%	3.81%	
0P0001F2JE.BO	ICICI Prudential Overnight Fund Regular Growth	+0.22	+0.02%	1,222.44	1,216.68	1,197.89	1.63%	3.15%	
0P0001EDLD.BO	DSP Corporate Bond Direct Dividend Reinvestment	-0.01	-0.06%	11.40	11.35	11.24	0.11%	3.53%	
0P00019JDJ.BO	SBI Long Term Advantage Fund Series IV Regular Plan Dividend Payout	+0.10	+0.35%	29.28	27.66	26.72	18.45%	9.61%	
0P0001EEMT.BO	Sundaram Services Regular Dividend Payout	+0.08	+0.43%	18.63	17.73	17.44	15.44%	8.24%	
0P0001BBGN.BO	UTI Dynamic Bond Fund Quarterly Dividend Reinvestment Option-Direct	-0.01	-0.05%	21.91	21.80	21.26	2.31%	3.89%	
0P0001DJBC.BO	Essel Multi Cap Fund Direct Half Yearly Dividend Reinvestment	+0.17	+0.88%	19.22	18.42	17.76	15.18%	8.49%	
0P0001EBWA.BO	UTI Equity Savings Fund Direct Monthly Dividend Payout	+0.06	+0.42%	15.34	15.03	14.54	6.77%	6.27%	
0P0001Q3DQ.BO	ICICI Prudential Nifty Pharma Index Fund Regular Payout Inc Dist cum Cap Wdrl	+0.11	+1.05%	10.49	9.87	9.66	13.86%	7.37%	
0P0001ISXM.BO	LIC MF Ultra Short Term Fund Direct Monthly Dividend Payout	+0.36	+0.03%	1,170.12	1,163.69	1,141.40	1.65%	3.10%	
0P0001QFI3.BO	Mirae Asset Flexi Cap Fund Regular Payout Inc Dist cum Cap Wdrl	+0.11	+1.02%	11.06	10.64	10.36	14.40%	N/A	
0P0000XX0P.BO	Edelweiss Liquid Fund Direct Weekly Dividend Payout	+0.43	+0.02%	2,173.67	2,174.10	2,174.09	1.80%	3.43%	
0P0001OK69.BO	HDFC Fixed Maturity Plan 1162 Days March 2022 Series 46 Regular Growth	-0.00	-0.03%	10.55	10.50	10.25	2.07%	3.65%	
0P0001PYC9.BO	DSP FMP Series 267 - 1246 Days Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.12%	10.49	10.43	10.25	2.35%	3.63%	
0P0001HFQ2.BO	SBI Fixed Maturity Plan Series 6 3668 Days Direct Growth	-0.00	-0.01%	13.73	13.70	13.40	2.80%	4.49%	
0P0001PRWD.BO	Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Direct Payout Inc Dist cum Cap Wdrl	-0.03	-0.30%	10.85	10.79	10.45	3.70%	5.46%	
0P0001PZBW.BO	UTI Fixed Term Income Fund - Series XXXV-I 1260 Days Direct Annual Payout Inc Dist cum Cap Wdrl	-0.01	-0.11%	10.50	10.44	10.25	2.36%	3.76%	
0P0001EKFO.BO	Sundaram Money Market Regular Growth	+0.00	+0.04%	12.97	12.89	12.61	1.98%	3.52%	
0P0001QZRX.BO	Baroda BNP Paribas Value Fund Direct Reinvestment Income Dist cum Cap Wdrl	+0.05	+0.45%	10.13	10.06	10.06	N/A	N/A	
0P0001QNEG.BO	Kotak FMP Series 310 - 1131 Days Direct Growth	-0.01	-0.12%	10.21	10.15	10.13	2.10%	N/A	
0P0001LVRW.BO	Edelweiss NIFTY PSU Bond Plus SDL Index Fund 2026 Direct Growth	-0.00	-0.02%	11.28	11.23	10.95	2.16%	3.67%	
0P0001BALD.BO	IDFC Regular Savings Fund Direct Plan Dividend Reinvestment	+0.02	+0.13%	15.19	15.06	14.90	3.82%	2.28%	
0P0001BB3J.BO	Nippon India Index Fund Nifty Plan Direct Plan Half Yearly Dividend Reinvestment Plan	+0.31	+1.15%	27.03	26.19	25.49	12.33%	5.22%	
0P0001BAJR.BO	IDFC Corporate Bond Fund Direct Plan Annual Dividend Reinvestment	+0.00	+0.04%	10.35	10.28	10.29	-1.24%	0.21%	
0P0001CJLL.BO	DSP Arbitrage Fund Direct Monthly Dividend Payout	-0.03	-0.24%	11.86	11.80	11.62	2.10%	4.09%	
0P0001D3MU.BO	Essel Large & Midcap Fund-Regular Plan-Annual Dividend Payout	+0.22	+0.78%	27.78	26.48	25.57	16.89%	9.36%	
0P0001ACDY.BO	Indiabulls Value Fund Regular Plan Monthly Dividend Payout Option	+0.14	+0.97%	14.00	13.55	13.35	11.58%	3.37%	
0P0001BB29.BO	Nippon India Strategic Debt Fund Direct Plan Dividend Reinvestment Plan	-0.01	-0.07%	12.04	11.98	11.61	3.52%	4.61%	
0P0001DJWX.BO	ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund Dividend Payout	+0.13	+0.79%	16.36	15.21	14.63	17.53%	12.83%	
0P0001EDXX.BO	Axis Ultra Short Term Fund Regular Monthly Dividend Pay-out	+0.00	+0.03%	10.04	10.06	10.05	1.83%	3.29%	
0P00018S37.BO	Motilal Oswal Dynamic Fund Regular Plan Quarterly Dividend Payout Option	+0.04	+0.37%	11.66	11.02	11.05	15.72%	8.16%	
0P000174O1.BO	Essel Large & Mid Cap Fund Regular Dividend Payout	+0.21	+0.78%	27.01	25.75	24.86	16.89%	9.36%	
0P0001OCHC.BO	SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) Direct Transfer Inc Dist cum Cap Wdrl	-0.02	-0.14%	10.66	10.62	10.43	2.24%	4.04%	
0P0001BBM0.BO	Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Quarterly Dividend Sweep Option	+0.01	+0.06%	18.22	18.08	17.64	4.46%	4.28%	
0P0001HFQV.BO	Edelweiss Government Securities Fund Direct Dividend Reinvestment	-0.04	-0.20%	22.05	21.96	21.36	2.43%	4.14%	
0P0001BBFI.BO	Union Small Cap Fund Regular Dividend Reinvestment	+0.02	+0.07%	28.99	27.10	26.12	22.73%	13.95%	
0P0001DXU4.BO	IDFC Ultra Short Term Fund Direct Periodic Dividend Payout	+0.00	+0.04%	11.29	11.22	10.96	2.02%	3.67%	
0P00015QEP.BO	SBI Long Term Advantage Fund Series II Regular Growth	+0.17	+0.55%	30.47	28.85	28.27	16.04%	8.73%	
0P000131TM.BO	Invesco India Feeder - Invesco Global Equity Income Fund Regular Gr	+0.08	+0.41%	20.16	19.78	18.13	6.48%	11.83%	
0P0001BN7B.BO	Indiabulls Tax Savings Dividend Reinvestment	+0.15	+1.05%	14.23	13.78	13.52	11.87%	4.10%	
0P0001DJB3.BO	Essel Multi Cap Fund Direct Monthly Dividend Payout	+0.17	+0.88%	19.22	18.42	17.76	15.18%	8.49%	
0P0000XUZU.BO	IDBI Equity Savings Direct Monthly Dividend Payout	+0.08	+0.51%	16.41	16.13	15.92	5.49%	2.77%	
0P0001EWOT.BO	Aditya Birla Sun Life Overnight Regular Growth	+0.22	+0.02%	1,225.26	1,220.27	1,204.41	1.63%	3.15%	
0P00019IVM.BO	UTI F I I F Series II -Quarterly Interval Plan - V - Growth Option- DIRECT	+0.01	+0.04%	27.43	27.27	26.73	1.73%	3.21%	
0P0001BAJB.BO	IDFC Banking & PSU Debt Fund Direct Dividend Reinvestment	-0.00	-0.03%	11.46	11.40	11.12	2.23%	3.78%	
0P0001DGTH.BO	BOI AXA Arbitrage Fund Regular Monthly Dividend Re-investment	+0.00	+0.00%	10.98	10.92	10.73	1.67%	2.99%	
0P00012U48.BO	Franklin India Banking & PSU Debt Fund Direct Dividend Payout	+0.00	+0.00%	10.86	10.91	10.79	1.03%	1.43%	
0P0000XV8E.BO	L&T Low Duration Fund Direct Plan Dividend Payout Option	+0.00	+0.04%	11.05	11.09	11.08	0.86%	2.41%	
0P0001EI17.BO	HDFC Hybrid Eq Direct Plan Dividend Reinvestment Option	+0.11	+0.65%	16.40	16.18	15.83	8.54%	3.96%	
0P0001BLH8.BO	ICICI Prudential Sensex Index Fund Growth	+0.26	+1.26%	20.48	19.88	19.33	11.49%	5.60%	
0P0001QFAF.BO	Bandhan Crisil IBX Gilt April 2032 Index Fund Regular Payout Inc Dist cum Cap Wdrl	-0.03	-0.32%	10.43	10.37	10.24	3.25%	N/A	
0P0001NJCA.BO	SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) Direct Payout Inc Dist cum Cap Wdrl	-0.00	-0.00%	10.73	10.70	10.51	2.17%	3.83%	
0P0001LLQK.BO	Nippon India Nifty 50 Value 20 Index Fund Regular Growth	+0.20	+1.48%	13.68	13.34	12.95	8.68%	7.19%	
0P0001CMM2.BO	Kotak India Growth Ser IV Regular Dividend	+0.24	+1.07%	22.09	21.04	20.24	16.17%	9.61%	
0P0001FVA0.BO	Aditya Birla Sun Life Retirement Fund - The 30s Plan Regular Dividend Reinvestment	+0.18	+1.32%	13.93	13.35	13.19	12.37%	4.24%	
0P0001B9LT.BO	Baroda Credit Risk Fund Plan B Direct Quarterly Dividend Reinvestment	+0.01	+0.04%	12.51	12.63	12.54	2.40%	4.11%	
0P0001QKRW.BO	UTI Long Duration Fund Direct Quarterly Reinvestment Inc Dist cum Cap Wdrl	-0.04	-0.40%	10.37	10.35	10.29	3.09%	N/A	
0P0001PLMP.BO	Edelweiss Gold and Silver ETF Fund of Fund Regular Reinvestment Inc Dist cum Cap Wdrl	-0.11	-0.93%	11.84	12.29	11.39	-0.40%	3.99%	
0P0001BB6U.BO	SBI Banking & Financial Services Regular Dividend Reinvestment	+0.24	+0.98%	24.88	24.09	23.41	15.25%	3.27%	
0P0001Q6EO.BO	BHARAT Bond ETF FOF - April 2033 Regular Reinvestment Inc Dist cum Cap Wdrl	+0.00	+0.01%	10.52	10.46	10.24	3.63%	4.65%	
0P0001PVBX.BO	Bandhan Crisil IBX Gilt April 2026 Index Fund Direct Growth	-0.01	-0.09%	10.58	10.53	10.32	2.15%	3.83%	
0P0001B9LQ.BO	Baroda Credit Risk Fund Plan A Regular Monthly Dividend Reinvestment	+0.00	+0.04%	11.30	11.35	11.32	2.21%	3.73%	
0P0001N0BL.BO	SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) Regular Transfer Inc Dist cum Cap Wdrl	-0.01	-0.08%	10.84	10.80	10.63	2.05%	3.69%	
0P0001BAY6.BO	Mahindra Dhan Sanchay Equity Savings Yojana Regular Plan Dividend Reinvestment	+0.06	+0.48%	12.68	12.38	12.81	6.69%	2.96%	
0P0001H6OM.BO	Nippon India Fixed Horizon Fund XLI Series 8 Regular Growth	+0.01	+0.04%	13.91	13.85	13.44	3.03%	4.31%	
0P0001Q5YQ.BO	UTI Fixed Term Income Fund - Series XXXV-II 1223 Days Regular Quarterly Payout Inc Dist cum Cap Wdrl	-0.01	-0.12%	10.37	10.32	10.17	2.28%	3.52%	
0P0001BAU2.BO	Kotak Standard Multicap Fund Dividend Reinvestment Direct	+0.40	+1.02%	39.13	38.02	36.78	12.22%	5.74%	
0P0001OPUP.BO	Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index Fd Direct Growth	+0.00	+0.01%	10.68	10.63	10.35	2.44%	3.98%	
0P00012D9S.BO	BNP Paribas Medium Term Fund Direct Monthly Dividend Payout	-0.00	-0.03%	10.57	10.60	10.48	1.21%	1.27%	
0P0001BAUR.BO	L&T Equity Savings Quarterly Dividend Reinvestment	+0.07	+0.50%	14.16	14.10	13.84	5.87%	5.64%	
0P0000XVA8.BO	Mirae Asset Saving Fund Direct Plan Quarterly Dividend Payout	+0.35	+0.03%	1,017.06	1,010.83	1,010.32	2.01%	3.55%	
0P0000W3KT.BO	Taurus Banking & Financial Services Fund Dividend Payout Option	+0.48	+1.32%	36.50	35.65	34.15	14.24%	3.63%	
0P0001OE6D.BO	Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Direct Growth	-0.00	-0.01%	10.80	10.75	10.39	3.65%	4.73%	
0P0001MV50.BO	Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) Direct Payout Inc Dis cum Cap wdrl	+0.00	+0.03%	10.99	10.94	10.66	2.12%	3.88%	
0P000197TJ.BO	UTI Banking & PSU Debt Fund Direct Plan Annual Dividend Payout Option	-0.01	-0.04%	12.22	12.17	12.33	2.38%	3.47%	
0P0001664H.BO	Nippon India Equity Savings Monthly Dividend Payout Option	+0.03	+0.30%	11.42	11.28	10.86	7.27%	6.36%	
0P0001OQVH.BO	ICICI Prudential Housing Opportunities Fund Regular Growth	+0.08	+0.69%	11.58	11.26	10.90	9.45%	6.14%	
0P0001B9JQ.BO	Axis Banking & PSU Debt Fund Monthly Dividend Reinvestment	-0.02	-0.00%	1,033.00	1,035.49	1,035.15	2.11%	3.41%	
0P00017K5W.BO	HDFC Retirement Savings Fund - Hybrid Equity Plan - Direct Plan	+0.23	+0.73%	32.01	30.89	29.31	12.06%	10.31%	
0P0001EP9T.BO	Axis Growth Opportunities Fund Direct Growth	+0.07	+0.29%	24.08	22.73	21.34	22.42%	15.49%	
0P00019C70	Jupiter Global Emerging Markets Focus Fund C2 USD Acc	-0.01	-0.06%	12.60	12.37	12.09	3.77%	5.69%	
0P0001I39E.BO	Axis Money Market Fund Regular Annual Dividend Reinvestment	+0.50	+0.04%	1,149.74	1,142.39	1,143.40	2.07%	3.59%	
0P0001DJB2.BO	Essel Multi Cap Fund Regular Monthly Dividend Reinvestment	+0.15	+0.87%	17.51	16.81	16.29	14.70%	7.58%	
0P0001FFMS.BO	LIC MF Short Term Debt Fund Regular Dividend Reinvestment	-0.00	-0.03%	12.64	12.59	12.32	1.98%	3.30%	
0P0001H0SY.BO	Axis Overnight Fund Regular Monthly Dividend Reinvestment	+0.18	+0.02%	1,001.39	1,003.66	1,003.43	1.64%	3.18%	
0P0001B9RY.BO	BOI AXA Mid & Small Cp Eqty & Dbt Regular Dividend Reinvestment	+0.07	+0.33%	20.90	20.12	19.55	13.03%	6.42%	
0P0001EBW8.BO	UTI Equity Savings Fund Direct Dividend Payout	+0.06	+0.42%	15.34	15.03	14.54	6.77%	6.27%	
0P0001QACQ.BO	SBI Fixed Maturity Plan (FMP) - Series 74 (1243 Days) Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.06%	10.36	10.33	10.18	2.05%	3.60%	
0P0001HYZ7.BO	Union Focused Fund Direct Dividend Reinvestment	+0.16	+0.81%	19.74	18.93	18.58	13.78%	5.17%	
0P0001CGF9.BO	Sundaram Long Term Tax Advantage Fund Sries III Regular Divdend	-0.03	-0.13%	19.46	18.44	17.07	22.20%	18.38%	
0P000184G2.BO	UTI Banking & PSU Debt Fund Regular Plan Half Yearly Dividend Payout Option	-0.01	-0.04%	12.65	12.60	12.29	2.29%	3.64%	
0P0001QO42.BO	SBI Fixed Maturity Plan Series 82 91 Days Direct Growth	-0.00	-0.05%	10.20	10.15	10.11	1.97%	N/A	
0P0001B9S8.BO	BOI AXA Short Term Income Fund-Direct Plan- Quarterly Dividend Reinvestment	-0.01	-0.09%	11.37	11.31	10.93	1.89%	3.37%	
0P0001EUWZ.BO	Mahindra Rural Bharat and Consumption Yojana Regular Growth	+0.06	+0.40%	16.34	15.56	14.91	17.46%	11.02%	
0P00011MCJ.BO	Shriram Hybrid Equity Fund Regular Growth	+0.16	+0.65%	24.10	23.48	23.20	8.62%	3.74%	
0P000148ON.BO	IDFC Dynamic Bond Fund Direct Plan Periodic Dividend Payout	-0.03	-0.24%	11.22	11.18	10.84	2.50%	4.56%	
0P0000OPMP.BO	Baroda Short Term Bond - Plan A - Growth	-0.00	-0.01%	25.19	25.06	24.45	2.28%	3.78%	
0P0001PP36.BO	ICICI Prudential Nifty50 Equal Weight Index Fund Regular Payout Inc Dist cum Cap Wdrl	+0.11	+1.01%	11.35	10.89	10.52	15.81%	7.57%	
0P0000WCFZ.BO	Axis Focused 25 Fund Growth	+0.24	+0.58%	41.72	40.04	39.31	16.93%	5.75%	
0P00012JRN.BO	Kotak Credit Risk Fund Annual Dividend Payout Direct	+0.00	+0.02%	20.95	20.88	20.42	2.15%	3.19%	
0P0001D3QF.BO	Essel Equity Hybrid Fund Regular Monthly Dividend Reinvestment	+0.12	+0.77%	15.59	15.09	14.65	11.02%	6.69%	
0P0001DCT9.BO	IDBI Banking Financial Services Fund Dividend Sweep	+0.13	+0.87%	14.97	14.54	13.96	14.89%	5.65%	
0P0001FEA6.BO	YES Liquid Reg Fortnightly DR	+0.55	+0.05%	1,004.33	1,003.91	1,003.92	1.73%	3.32%	
0P0000WDJ8.BE	Eastspring Investments - US Corporate Bond Fund - AADM (hedged)	0.00	0.00%	8.07	8.15	8.12	N/A	N/A	
0P0001FIIZ.BO	Aditya Birla Sun Life Bal Bhavishya Yojna Wealth Plan Regular Dividend Reinvestment	+0.17	+1.17%	14.57	13.93	13.61	15.91%	5.81%	
0P0000ZKLX.BO	DSP Banking & PSU Debt Fund Direct Dividend Payout	+0.00	+0.02%	10.41	10.36	10.38	-1.62%	3.63%	
0P0000XVS4.BO	Union Long Term Equity Fund Growth Option Direct Plan	+0.38	+0.77%	49.20	47.00	45.66	14.98%	7.73%	
0P0000CNPD.BO	Kotak Corporate Bond- Standard Plan-Monthly Dividend Payout	-0.19	-0.02%	1,051.06	1,046.97	1,039.67	1.87%	3.17%	
0P0000XW8V.BO	HDFC Short Term Debt Fund -Direct Plan Fortnightly Dividend Payout Option	-0.00	-0.03%	10.31	10.33	10.32	2.41%	3.81%	
0P0001IJTV.BO	Mahindra Ultra Short Term Yojana Direct Growth	+0.46	+0.04%	1,214.76	1,206.78	1,180.03	1.99%	3.63%	
0P00012KBL.BO	HDFC Banking & PSU Debt Fund Direct Plan Dividend Payout Option	+0.00	+0.01%	10.04	10.04	10.04	2.33%	3.79%	
